booking_id,hotel,arrival_date,arrival_year,arrival_month,lead_time,lead_time_category,market_segment,deposit_type,customer_type,country,agent,adr,total_nights,previous_cancellations,total_of_special_requests,days_in_waiting_list,is_repeated_guest,estimated_revenue,is_canceled,risk_prob,risk_level,predicted_cancel,expected_lost_revenue,expected_realised_revenue
51095,City Hotel,2016-05-13,2016,May,276,Very Long Term,Offline TA/TO,Non Refund,Transient,PRT,21.0,61.0,5,0,0,160,0,305.0,1,0.9999,High,1,304.97,0.03
51096,City Hotel,2016-05-13,2016,May,276,Very Long Term,Offline TA/TO,Non Refund,Transient,PRT,21.0,61.0,5,0,0,160,0,305.0,1,0.9999,High,1,304.97,0.03
51097,City Hotel,2016-05-13,2016,May,10,Short Term,Online TA,No Deposit,Transient,GBR,9.0,215.0,5,0,0,0,0,1075.0,1,0.5547,High,1,596.3,478.7
51098,City Hotel,2016-05-13,2016,May,276,Very Long Term,Offline TA/TO,Non Refund,Transient,PRT,21.0,61.0,5,0,0,160,0,305.0,1,0.9999,High,1,304.97,0.03
51099,City Hotel,2016-05-13,2016,May,276,Very Long Term,Offline TA/TO,Non Refund,Transient,PRT,21.0,61.0,5,0,0,160,0,305.0,1,0.9999,High,1,304.97,0.03
51100,City Hotel,2016-05-13,2016,May,276,Very Long Term,Offline TA/TO,Non Refund,Transient,PRT,21.0,61.0,5,0,0,160,0,305.0,1,0.9999,High,1,304.97,0.03
51101,City Hotel,2016-05-13,2016,May,276,Very Long Term,Offline TA/TO,Non Refund,Transient,PRT,21.0,61.0,5,0,0,160,0,305.0,1,0.9999,High,1,304.97,0.03
51102,City Hotel,2016-05-13,2016,May,276,Very Long Term,Offline TA/TO,Non Refund,Transient,PRT,21.0,61.0,5,0,0,160,0,305.0,1,0.9999,High,1,304.97,0.03
51103,City Hotel,2016-05-13,2016,May,276,Very Long Term,Offline TA/TO,Non Refund,Transient,PRT,21.0,61.0,5,0,0,160,0,305.0,1,0.9999,High,1,304.97,0.03
51104,City Hotel,2016-05-13,2016,May,276,Very Long Term,Offline TA/TO,Non Refund,Transient,PRT,21.0,61.0,5,0,0,160,0,305.0,1,0.9999,High,1,304.97,0.03
51105,City Hotel,2016-05-13,2016,May,276,Very Long Term,Offline TA/TO,Non Refund,Transient,PRT,21.0,61.0,5,0,0,160,0,305.0,1,0.9999,High,1,304.97,0.03
51106,City Hotel,2016-05-13,2016,May,276,Very Long Term,Offline TA/TO,Non Refund,Transient,PRT,21.0,61.0,5,0,0,160,0,305.0,1,0.9999,High,1,304.97,0.03
51107,City Hotel,2016-05-13,2016,May,276,Very Long Term,Offline TA/TO,Non Refund,Transient,PRT,21.0,61.0,5,0,0,160,0,305.0,1,0.9999,High,1,304.97,0.03
51108,City Hotel,2016-05-13,2016,May,276,Very Long Term,Offline TA/TO,Non Refund,Transient,PRT,21.0,61.0,5,0,0,160,0,305.0,1,0.9999,High,1,304.97,0.03
51109,City Hotel,2016-05-13,2016,May,57,Medium Term,Online TA,No Deposit,Transient,NLD,9.0,109.65,5,0,0,0,0,548.25,1,0.6681,High,1,366.29,181.96
51110,City Hotel,2016-05-13,2016,May,276,Very Long Term,Offline TA/TO,Non Refund,Transient,PRT,21.0,61.0,5,0,0,160,0,305.0,1,0.9999,High,1,304.97,0.03
51111,City Hotel,2016-05-13,2016,May,276,Very Long Term,Offline TA/TO,Non Refund,Transient,PRT,21.0,61.0,5,0,0,160,0,305.0,1,0.9999,High,1,304.97,0.03
51112,City Hotel,2016-05-13,2016,May,276,Very Long Term,Offline TA/TO,Non Refund,Transient,PRT,21.0,61.0,5,0,0,160,0,305.0,1,0.9999,High,1,304.97,0.03
51113,City Hotel,2016-05-13,2016,May,276,Very Long Term,Offline TA/TO,Non Refund,Transient,PRT,21.0,61.0,5,0,0,160,0,305.0,1,0.9999,High,1,304.97,0.03
51114,City Hotel,2016-05-13,2016,May,76,Medium Term,Online TA,No Deposit,Transient,HUN,9.0,119.85,5,0,0,0,0,599.25,1,0.6792,High,1,407.01,192.24
51115,City Hotel,2016-05-13,2016,May,276,Very Long Term,Offline TA/TO,Non Refund,Transient,PRT,21.0,61.0,5,0,0,160,0,305.0,1,0.9999,High,1,304.97,0.03
51116,City Hotel,2016-05-13,2016,May,276,Very Long Term,Offline TA/TO,Non Refund,Transient,PRT,21.0,61.0,5,0,0,160,0,305.0,1,0.9999,High,1,304.97,0.03
51117,City Hotel,2016-05-13,2016,May,276,Very Long Term,Offline TA/TO,Non Refund,Transient,PRT,21.0,61.0,5,0,0,160,0,305.0,1,0.9999,High,1,304.97,0.03
51118,City Hotel,2016-05-13,2016,May,276,Very Long Term,Offline TA/TO,Non Refund,Transient,PRT,21.0,61.0,5,0,0,160,0,305.0,1,0.9999,High,1,304.97,0.03
51119,City Hotel,2016-05-13,2016,May,276,Very Long Term,Offline TA/TO,Non Refund,Transient,PRT,21.0,61.0,5,0,0,160,0,305.0,1,0.9999,High,1,304.97,0.03
51120,City Hotel,2016-05-13,2016,May,276,Very Long Term,Offline TA/TO,Non Refund,Transient,PRT,21.0,61.0,5,0,0,160,0,305.0,1,0.9999,High,1,304.97,0.03
51121,City Hotel,2016-05-13,2016,May,57,Medium Term,Online TA,No Deposit,Transient,DEU,9.0,119.85,5,0,0,0,0,599.25,1,0.6148,High,1,368.42,230.83
51122,City Hotel,2016-05-13,2016,May,276,Very Long Term,Offline TA/TO,Non Refund,Transient,PRT,21.0,61.0,5,0,0,160,0,305.0,1,0.9999,High,1,304.97,0.03
51123,City Hotel,2016-05-13,2016,May,276,Very Long Term,Offline TA/TO,Non Refund,Transient,PRT,21.0,61.0,5,0,0,160,0,305.0,1,0.9999,High,1,304.97,0.03
51124,City Hotel,2016-05-13,2016,May,56,Medium Term,Online TA,No Deposit,Transient,AUT,9.0,132.6,7,0,0,0,0,928.2,1,0.6549,High,1,607.88,320.32
51125,City Hotel,2016-05-14,2016,May,43,Medium Term,Online TA,No Deposit,Transient,PRT,9.0,140.4,1,0,0,0,0,140.4,1,0.6505,High,1,91.33,49.07
51126,City Hotel,2016-05-14,2016,May,121,Long Term,Groups,Non Refund,Transient,PRT,1.0,96.0,2,0,0,0,0,192.0,1,0.9992,High,1,191.85,0.15
51127,City Hotel,2016-05-14,2016,May,121,Long Term,Groups,Non Refund,Transient,PRT,1.0,96.0,2,0,0,0,0,192.0,1,0.9992,High,1,191.85,0.15
51128,City Hotel,2016-05-14,2016,May,297,Very Long Term,Groups,No Deposit,Transient-Party,FRA,1.0,65.0,2,0,0,236,0,130.0,0,0.0945,Low,0,12.28,117.72
51129,City Hotel,2016-05-14,2016,May,297,Very Long Term,Groups,No Deposit,Transient-Party,FRA,1.0,65.0,2,0,0,236,0,130.0,0,0.0945,Low,0,12.28,117.72
51130,City Hotel,2016-05-14,2016,May,60,Medium Term,Online TA,No Deposit,Transient,FRA,9.0,198.9,2,0,0,0,0,397.8,1,0.6544,High,1,260.32,137.48
51131,City Hotel,2016-05-14,2016,May,46,Medium Term,Online TA,No Deposit,Transient,ESP,9.0,198.9,2,0,0,0,0,397.8,1,0.7306,High,1,290.63,107.17
51132,City Hotel,2016-05-14,2016,May,121,Long Term,Groups,Non Refund,Transient,PRT,1.0,96.0,2,0,0,0,0,192.0,1,0.9992,High,1,191.85,0.15
51133,City Hotel,2016-05-14,2016,May,36,Medium Term,Online TA,No Deposit,Transient,FRA,9.0,159.3,2,0,0,0,0,318.6,1,0.6148,High,1,195.88,122.72
51134,City Hotel,2016-05-14,2016,May,297,Very Long Term,Groups,No Deposit,Transient-Party,FRA,1.0,65.0,2,0,0,236,0,130.0,0,0.0945,Low,0,12.28,117.72
51135,City Hotel,2016-05-14,2016,May,297,Very Long Term,Groups,No Deposit,Transient-Party,FRA,1.0,65.0,2,0,0,236,0,130.0,0,0.0945,Low,0,12.28,117.72
51136,City Hotel,2016-05-14,2016,May,297,Very Long Term,Groups,No Deposit,Transient-Party,FRA,1.0,65.0,2,0,0,236,0,130.0,0,0.0945,Low,0,12.28,117.72
51137,City Hotel,2016-05-14,2016,May,297,Very Long Term,Groups,No Deposit,Transient-Party,FRA,1.0,65.0,2,0,0,236,0,130.0,0,0.0945,Low,0,12.28,117.72
51138,City Hotel,2016-05-14,2016,May,121,Long Term,Groups,Non Refund,Transient,PRT,1.0,96.0,2,0,0,0,0,192.0,1,0.9992,High,1,191.85,0.15
51139,City Hotel,2016-05-14,2016,May,121,Long Term,Groups,Non Refund,Transient,PRT,1.0,96.0,2,0,0,0,0,192.0,1,0.9992,High,1,191.85,0.15
51140,City Hotel,2016-05-14,2016,May,297,Very Long Term,Groups,No Deposit,Transient-Party,FRA,1.0,65.0,2,0,0,236,0,130.0,0,0.0945,Low,0,12.28,117.72
51141,City Hotel,2016-05-14,2016,May,121,Long Term,Groups,Non Refund,Transient,PRT,1.0,96.0,2,0,0,0,0,192.0,1,0.9992,High,1,191.85,0.15
51142,City Hotel,2016-05-14,2016,May,297,Very Long Term,Groups,No Deposit,Transient-Party,FRA,1.0,65.0,2,0,0,236,0,130.0,0,0.0945,Low,0,12.28,117.72
51143,City Hotel,2016-05-14,2016,May,121,Long Term,Groups,Non Refund,Transient,PRT,1.0,96.0,2,0,0,0,0,192.0,1,0.9992,High,1,191.85,0.15
51144,City Hotel,2016-05-14,2016,May,297,Very Long Term,Groups,No Deposit,Transient-Party,FRA,1.0,65.0,2,0,0,236,0,130.0,0,0.0945,Low,0,12.28,117.72
51145,City Hotel,2016-05-14,2016,May,297,Very Long Term,Groups,No Deposit,Transient-Party,FRA,1.0,65.0,2,0,0,236,0,130.0,0,0.0945,Low,0,12.28,117.72
51146,City Hotel,2016-05-14,2016,May,121,Long Term,Groups,Non Refund,Transient,PRT,1.0,96.0,2,0,0,0,0,192.0,1,0.9992,High,1,191.85,0.15
51147,City Hotel,2016-05-14,2016,May,297,Very Long Term,Groups,No Deposit,Transient-Party,FRA,1.0,65.0,2,0,0,236,0,130.0,0,0.0945,Low,0,12.28,117.72
51148,City Hotel,2016-05-14,2016,May,297,Very Long Term,Groups,No Deposit,Transient-Party,FRA,1.0,65.0,2,0,0,236,0,130.0,0,0.0945,Low,0,12.28,117.72
51149,City Hotel,2016-05-14,2016,May,297,Very Long Term,Groups,No Deposit,Transient-Party,FRA,1.0,65.0,2,0,0,236,0,130.0,0,0.0945,Low,0,12.28,117.72
51150,City Hotel,2016-05-14,2016,May,297,Very Long Term,Groups,No Deposit,Transient-Party,FRA,1.0,65.0,2,0,0,236,0,130.0,0,0.0945,Low,0,12.28,117.72
51151,City Hotel,2016-05-14,2016,May,297,Very Long Term,Groups,No Deposit,Transient-Party,FRA,1.0,65.0,2,0,0,236,0,130.0,0,0.0945,Low,0,12.28,117.72
51152,City Hotel,2016-05-14,2016,May,297,Very Long Term,Groups,No Deposit,Transient-Party,FRA,1.0,32.5,2,0,0,236,0,65.0,0,0.0487,Low,0,3.17,61.83
51153,City Hotel,2016-05-14,2016,May,297,Very Long Term,Groups,No Deposit,Transient-Party,PRT,1.0,65.0,2,0,0,236,0,130.0,0,0.6947,High,1,90.31,39.69
51154,City Hotel,2016-05-14,2016,May,121,Long Term,Groups,Non Refund,Transient,PRT,1.0,96.0,2,0,0,0,0,192.0,1,0.9992,High,1,191.85,0.15
51155,City Hotel,2016-05-14,2016,May,121,Long Term,Groups,Non Refund,Transient,PRT,1.0,96.0,2,0,0,0,0,192.0,1,0.9992,High,1,191.85,0.15
51156,City Hotel,2016-05-14,2016,May,25,Short Term,Online TA,No Deposit,Transient,GBR,9.0,152.33,3,0,0,0,0,456.99,1,0.6546,High,1,299.15,157.84
51157,City Hotel,2016-05-14,2016,May,63,Medium Term,Online TA,No Deposit,Transient,ESP,9.0,210.6,2,0,0,0,0,421.2,1,0.7176,High,1,302.25,118.95
51158,City Hotel,2016-05-14,2016,May,297,Very Long Term,Groups,No Deposit,Transient-Party,FRA,1.0,65.0,2,0,0,236,0,130.0,0,0.0945,Low,0,12.28,117.72
51159,City Hotel,2016-05-14,2016,May,297,Very Long Term,Groups,No Deposit,Transient-Party,FRA,1.0,65.0,2,0,0,236,0,130.0,0,0.0945,Low,0,12.28,117.72
51160,City Hotel,2016-05-14,2016,May,297,Very Long Term,Groups,No Deposit,Transient-Party,FRA,1.0,65.0,2,0,0,236,0,130.0,0,0.0945,Low,0,12.28,117.72
51161,City Hotel,2016-05-14,2016,May,0,Last Minute,Online TA,No Deposit,Transient,PRT,9.0,221.0,1,0,1,0,0,221.0,1,0.0712,Low,0,15.74,205.26
51162,City Hotel,2016-05-14,2016,May,80,Medium Term,Online TA,No Deposit,Transient,AUT,9.0,126.9,3,0,0,0,0,380.7000000000001,1,0.6063,High,1,230.82,149.88
51163,City Hotel,2016-05-14,2016,May,79,Medium Term,Online TA,No Deposit,Transient,NLD,9.0,159.3,3,0,0,0,0,477.9,1,0.6171,High,1,294.91,182.99
51164,City Hotel,2016-05-14,2016,May,133,Long Term,Online TA,No Deposit,Transient,NLD,9.0,113.05,4,0,0,0,0,452.2,0,0.6442,High,1,291.31,160.89
51165,City Hotel,2016-05-14,2016,May,136,Long Term,Online TA,No Deposit,Transient,NOR,9.0,113.05,4,0,1,0,0,452.2,0,0.2845,Medium,0,128.65,323.55
51166,City Hotel,2016-05-14,2016,May,81,Medium Term,Online TA,No Deposit,Transient,ITA,9.0,119.85,4,0,0,0,0,479.4,1,0.7012,High,1,336.16,143.24
51167,City Hotel,2016-05-14,2016,May,72,Medium Term,Online TA,No Deposit,Transient,ESP,9.0,119.85,4,0,1,0,0,479.4,1,0.2906,Medium,0,139.31,340.09
51168,City Hotel,2016-05-14,2016,May,121,Long Term,Online TA,No Deposit,Transient,DEU,9.0,113.05,4,0,0,0,0,452.2,1,0.6221,High,1,281.31,170.89
51169,City Hotel,2016-05-14,2016,May,85,Medium Term,Online TA,No Deposit,Transient,ITA,9.0,109.65,6,0,0,0,0,657.9000000000001,1,0.7493,High,1,492.96,164.94
51170,City Hotel,2016-05-14,2016,May,50,Medium Term,Online TA,No Deposit,Transient,ARE,9.0,241.59,6,0,0,0,0,1449.54,1,0.8542,High,1,1238.2,211.34
51171,City Hotel,2016-05-14,2016,May,138,Long Term,Online TA,No Deposit,Transient,FRA,8.0,105.28,7,0,1,0,0,736.96,0,0.0088,Low,0,6.49,730.47
51172,City Hotel,2016-05-15,2016,May,191,Very Long Term,Online TA,No Deposit,Transient,PRT,8.0,106.2,1,0,1,0,0,106.2,1,0.4841,Medium,0,51.41,54.79
51173,City Hotel,2016-05-15,2016,May,21,Short Term,Online TA,No Deposit,Transient,CHN,9.0,210.6,1,0,0,0,0,210.6,1,0.725,High,1,152.68,57.92
51174,City Hotel,2016-05-15,2016,May,81,Medium Term,Groups,No Deposit,Transient-Party,PRT,133.0,90.0,2,0,0,0,0,180.0,1,0.6758,High,1,121.64,58.36
51175,City Hotel,2016-05-15,2016,May,81,Medium Term,Groups,No Deposit,Transient-Party,PRT,133.0,90.0,2,0,0,0,0,180.0,1,0.6758,High,1,121.64,58.36
51176,City Hotel,2016-05-15,2016,May,81,Medium Term,Groups,No Deposit,Transient-Party,PRT,133.0,90.0,2,0,0,0,0,180.0,1,0.6758,High,1,121.64,58.36
51177,City Hotel,2016-05-15,2016,May,132,Long Term,Direct,No Deposit,Transient-Party,DEU,14.0,171.9,3,0,0,0,0,515.7,0,0.0543,Low,0,28.0,487.7
51178,City Hotel,2016-05-15,2016,May,129,Long Term,Direct,No Deposit,Transient-Party,DEU,14.0,94.5,3,0,0,0,0,283.5,1,0.0515,Low,0,14.6,268.9
51179,City Hotel,2016-05-15,2016,May,127,Long Term,Direct,No Deposit,Transient,FRA,14.0,103.5,3,0,0,0,0,310.5,1,0.1386,Low,0,43.04,267.46
51180,City Hotel,2016-05-15,2016,May,139,Long Term,Online TA,No Deposit,Transient-Party,DEU,9.0,99.9,3,0,0,0,0,299.70000000000005,1,0.1446,Low,0,43.34,256.36
51181,City Hotel,2016-05-15,2016,May,63,Medium Term,Online TA,No Deposit,Transient,BRA,9.0,126.9,3,0,0,0,0,380.7000000000001,1,0.7064,High,1,268.93,111.77
51182,City Hotel,2016-05-15,2016,May,36,Medium Term,Direct,No Deposit,Transient,CHE,14.0,118.65,3,0,2,0,0,355.95000000000005,1,0.0416,Low,0,14.81,341.14
51183,City Hotel,2016-05-15,2016,May,139,Long Term,Online TA,No Deposit,Transient-Party,DEU,9.0,105.3,3,0,0,0,0,315.9,0,0.2479,Low,0,78.31,237.59
51184,City Hotel,2016-05-15,2016,May,132,Long Term,Online TA,No Deposit,Transient,GBR,9.0,114.3,3,0,1,0,0,342.9,0,0.2407,Low,0,82.54,260.36
51185,City Hotel,2016-05-15,2016,May,131,Long Term,Direct,No Deposit,Transient,BEL,14.0,135.9,3,0,2,0,0,407.7000000000001,0,0.0408,Low,0,16.63,391.07
51186,City Hotel,2016-05-15,2016,May,134,Long Term,Online TA,No Deposit,Transient,FRA,9.0,89.25,4,0,1,0,0,357.0,0,0.2493,Low,0,89.0,268.0
51187,City Hotel,2016-05-15,2016,May,30,Short Term,Online TA,No Deposit,Transient,FRA,9.0,126.9,4,0,1,0,0,507.6,1,0.2213,Low,0,112.33,395.27
51188,City Hotel,2016-05-15,2016,May,141,Long Term,Online TA,No Deposit,Transient-Party,DEU,9.0,104.55,4,0,1,0,0,418.2,0,0.035,Low,0,14.64,403.56
51189,City Hotel,2016-05-15,2016,May,42,Medium Term,Online TA,No Deposit,Transient,THA,9.0,198.9,4,0,0,0,0,795.6,1,0.853,High,1,678.65,116.95
51190,City Hotel,2016-05-15,2016,May,126,Long Term,Online TA,No Deposit,Transient,CHE,9.0,89.25,4,0,0,0,0,357.0,1,0.6757,High,1,241.22,115.78
51191,City Hotel,2016-05-15,2016,May,77,Medium Term,Online TA,No Deposit,Transient,BRA,9.0,150.45,4,0,1,0,0,601.8,1,0.2784,Medium,0,167.54,434.26
51192,City Hotel,2016-05-15,2016,May,141,Long Term,Online TA,No Deposit,Transient-Party,DEU,9.0,104.55,4,0,2,0,0,418.2,0,0.0255,Low,0,10.66,407.54
51193,City Hotel,2016-05-15,2016,May,116,Long Term,Online TA,No Deposit,Transient,FRA,9.0,89.25,5,0,0,0,0,446.25,1,0.6693,High,1,298.68,147.57
51194,City Hotel,2016-05-15,2016,May,74,Medium Term,Online TA,No Deposit,Transient,DEU,9.0,132.6,5,0,0,0,0,663.0,1,0.6283,High,1,416.56,246.44
51195,City Hotel,2016-05-15,2016,May,66,Medium Term,Direct,No Deposit,Transient,AGO,14.0,193.5,5,0,0,0,0,967.5,1,0.5337,High,1,516.35,451.15
51196,City Hotel,2016-05-15,2016,May,81,Medium Term,Online TA,No Deposit,Transient,DEU,9.0,135.15,5,0,0,0,0,675.75,1,0.6567,High,1,443.77,231.98
51197,City Hotel,2016-05-15,2016,May,81,Medium Term,Online TA,No Deposit,Transient,DEU,9.0,187.85,5,0,0,0,0,939.25,1,0.6551,High,1,615.3,323.95
51198,City Hotel,2016-05-15,2016,May,102,Long Term,Online TA,No Deposit,Transient,AGO,9.0,132.6,19,0,1,0,0,2519.4,1,0.8134,High,1,2049.28,470.12
51199,City Hotel,2016-05-15,2016,May,17,Short Term,Aviation,No Deposit,Transient,PRT,No Agent,110.0,12,0,0,0,0,1320.0,1,0.6131,High,1,809.29,510.71
51200,City Hotel,2016-05-16,2016,May,1,Last Minute,Online TA,No Deposit,Transient,PRT,9.0,105.0,1,0,0,0,0,105.0,1,0.0791,Low,0,8.31,96.69
51201,City Hotel,2016-05-16,2016,May,7,Last Minute,Online TA,No Deposit,Transient,BRA,9.0,97.0,1,0,0,0,0,97.0,1,0.3291,Medium,0,31.92,65.08
51202,City Hotel,2016-05-16,2016,May,41,Medium Term,Online TA,No Deposit,Transient,GBR,9.0,126.9,1,0,0,0,0,126.9,1,0.614,High,1,77.92,48.98
51203,City Hotel,2016-05-16,2016,May,21,Short Term,Online TA,No Deposit,Transient,BRA,9.0,157.0,1,0,0,0,0,157.0,1,0.6588,High,1,103.43,53.57
51204,City Hotel,2016-05-16,2016,May,35,Medium Term,Online TA,No Deposit,Transient,CHN,9.0,179.01,2,0,0,0,0,358.02,1,0.7307,High,1,261.61,96.41
51205,City Hotel,2016-05-16,2016,May,6,Last Minute,Direct,No Deposit,Transient,PRT,No Agent,101.7,2,0,0,0,0,203.4,1,0.1469,Low,0,29.88,173.52
51206,City Hotel,2016-05-16,2016,May,84,Medium Term,Online TA,No Deposit,Transient,AUS,9.0,126.9,3,0,0,0,0,380.7000000000001,1,0.6723,High,1,255.94,124.76
51207,City Hotel,2016-05-16,2016,May,451,Very Long Term,Groups,Non Refund,Transient,PRT,1.0,60.0,3,0,0,0,0,180.0,1,0.9997,High,1,179.95,0.05
51208,City Hotel,2016-05-16,2016,May,451,Very Long Term,Groups,Non Refund,Transient,PRT,1.0,60.0,3,0,0,0,0,180.0,1,0.9997,High,1,179.95,0.05
51209,City Hotel,2016-05-16,2016,May,451,Very Long Term,Groups,Non Refund,Transient,PRT,1.0,60.0,3,0,0,0,0,180.0,1,0.9997,High,1,179.95,0.05
51210,City Hotel,2016-05-16,2016,May,451,Very Long Term,Groups,Non Refund,Transient,PRT,1.0,60.0,3,0,0,0,0,180.0,1,0.9997,High,1,179.95,0.05
51211,City Hotel,2016-05-16,2016,May,451,Very Long Term,Groups,Non Refund,Transient,PRT,1.0,60.0,3,0,0,0,0,180.0,1,0.9997,High,1,179.95,0.05
51212,City Hotel,2016-05-16,2016,May,451,Very Long Term,Groups,Non Refund,Transient,PRT,1.0,60.0,3,0,0,0,0,180.0,1,0.9997,High,1,179.95,0.05
51213,City Hotel,2016-05-16,2016,May,451,Very Long Term,Groups,Non Refund,Transient,PRT,1.0,60.0,3,0,0,0,0,180.0,1,0.9997,High,1,179.95,0.05
51214,City Hotel,2016-05-16,2016,May,451,Very Long Term,Groups,Non Refund,Transient,PRT,1.0,60.0,3,0,0,0,0,180.0,1,0.9997,High,1,179.95,0.05
51215,City Hotel,2016-05-16,2016,May,451,Very Long Term,Groups,Non Refund,Transient,PRT,1.0,60.0,3,0,0,0,0,180.0,1,0.9997,High,1,179.95,0.05
51216,City Hotel,2016-05-16,2016,May,451,Very Long Term,Groups,Non Refund,Transient,PRT,1.0,60.0,3,0,0,0,0,180.0,1,0.9997,High,1,179.95,0.05
51217,City Hotel,2016-05-16,2016,May,451,Very Long Term,Groups,Non Refund,Transient,PRT,1.0,60.0,3,0,0,0,0,180.0,1,0.9997,High,1,179.95,0.05
51218,City Hotel,2016-05-16,2016,May,451,Very Long Term,Groups,Non Refund,Transient,PRT,1.0,60.0,3,0,0,0,0,180.0,1,0.9997,High,1,179.95,0.05
51219,City Hotel,2016-05-16,2016,May,451,Very Long Term,Groups,Non Refund,Transient,PRT,1.0,60.0,3,0,0,0,0,180.0,1,0.9997,High,1,179.95,0.05
51220,City Hotel,2016-05-16,2016,May,451,Very Long Term,Groups,Non Refund,Transient,PRT,1.0,60.0,3,0,0,0,0,180.0,1,0.9997,High,1,179.95,0.05
51221,City Hotel,2016-05-16,2016,May,451,Very Long Term,Groups,Non Refund,Transient,PRT,1.0,60.0,3,0,0,0,0,180.0,1,0.9997,High,1,179.95,0.05
51222,City Hotel,2016-05-16,2016,May,451,Very Long Term,Groups,Non Refund,Transient,PRT,1.0,60.0,3,0,0,0,0,180.0,1,0.9997,High,1,179.95,0.05
51223,City Hotel,2016-05-16,2016,May,451,Very Long Term,Groups,Non Refund,Transient,PRT,1.0,60.0,3,0,0,0,0,180.0,1,0.9997,High,1,179.95,0.05
51224,City Hotel,2016-05-16,2016,May,451,Very Long Term,Groups,Non Refund,Transient,PRT,1.0,60.0,3,0,0,0,0,180.0,1,0.9997,High,1,179.95,0.05
51225,City Hotel,2016-05-16,2016,May,63,Medium Term,Corporate,No Deposit,Transient-Party,PRT,No Agent,130.0,3,0,1,0,0,390.0,1,0.0662,Low,0,25.82,364.18
51226,City Hotel,2016-05-16,2016,May,451,Very Long Term,Groups,Non Refund,Transient,PRT,1.0,60.0,3,0,0,0,0,180.0,1,0.9997,High,1,179.95,0.05
51227,City Hotel,2016-05-16,2016,May,451,Very Long Term,Groups,Non Refund,Transient,PRT,1.0,60.0,3,0,0,0,0,180.0,1,0.9997,High,1,179.95,0.05
51228,City Hotel,2016-05-16,2016,May,451,Very Long Term,Groups,Non Refund,Transient,PRT,1.0,60.0,3,0,0,0,0,180.0,1,0.9997,High,1,179.95,0.05
51229,City Hotel,2016-05-16,2016,May,451,Very Long Term,Groups,Non Refund,Transient,PRT,1.0,60.0,3,0,0,0,0,180.0,1,0.9997,High,1,179.95,0.05
51230,City Hotel,2016-05-16,2016,May,451,Very Long Term,Groups,Non Refund,Transient,PRT,1.0,60.0,3,0,0,0,0,180.0,1,0.9997,High,1,179.95,0.05
51231,City Hotel,2016-05-16,2016,May,451,Very Long Term,Groups,Non Refund,Transient,PRT,1.0,60.0,3,0,0,0,0,180.0,1,0.9997,High,1,179.95,0.05
51232,City Hotel,2016-05-16,2016,May,451,Very Long Term,Groups,Non Refund,Transient,PRT,1.0,60.0,3,0,0,0,0,180.0,1,0.9997,High,1,179.95,0.05
51233,City Hotel,2016-05-16,2016,May,451,Very Long Term,Groups,Non Refund,Transient,PRT,1.0,60.0,3,0,0,0,0,180.0,1,0.9997,High,1,179.95,0.05
51234,City Hotel,2016-05-16,2016,May,451,Very Long Term,Groups,Non Refund,Transient,PRT,1.0,60.0,3,0,0,0,0,180.0,1,0.9997,High,1,179.95,0.05
51235,City Hotel,2016-05-16,2016,May,451,Very Long Term,Groups,Non Refund,Transient,PRT,1.0,60.0,3,0,0,0,0,180.0,1,0.9997,High,1,179.95,0.05
51236,City Hotel,2016-05-16,2016,May,451,Very Long Term,Groups,Non Refund,Transient,PRT,1.0,60.0,3,0,0,0,0,180.0,1,0.9997,High,1,179.95,0.05
51237,City Hotel,2016-05-16,2016,May,451,Very Long Term,Groups,Non Refund,Transient,PRT,1.0,60.0,3,0,0,0,0,180.0,1,0.9997,High,1,179.95,0.05
51238,City Hotel,2016-05-16,2016,May,132,Long Term,Online TA,No Deposit,Transient,NLD,9.0,105.3,3,0,1,0,0,315.9,0,0.169,Low,0,53.39,262.51
51239,City Hotel,2016-05-16,2016,May,155,Long Term,Online TA,No Deposit,Transient,LUX,7.0,76.58,4,0,1,0,0,306.32,0,0.0271,Low,0,8.3,298.02
51240,City Hotel,2016-05-16,2016,May,79,Medium Term,Online TA,No Deposit,Transient,DEU,9.0,150.45,4,0,0,0,0,601.8,1,0.605,High,1,364.09,237.71
51241,City Hotel,2016-05-16,2016,May,136,Long Term,Online TA,No Deposit,Transient,NLD,9.0,107.95,4,0,0,0,0,431.8,0,0.6264,High,1,270.48,161.32
51242,City Hotel,2016-05-16,2016,May,138,Long Term,Direct,No Deposit,Transient,DEU,14.0,87.34,4,0,1,0,0,349.36,0,0.0458,Low,0,16.0,333.36
51243,City Hotel,2016-05-16,2016,May,64,Medium Term,Online TA,No Deposit,Transient,PRT,7.0,115.6,4,0,0,0,0,462.4,1,0.6669,High,1,308.37,154.03
51244,City Hotel,2016-05-16,2016,May,38,Medium Term,Online TA,No Deposit,Transient,RUS,9.0,198.9,4,0,0,0,0,795.6,1,0.7615,High,1,605.85,189.75
51245,City Hotel,2016-05-16,2016,May,132,Long Term,Online TA,No Deposit,Transient,FRA,9.0,89.25,4,0,0,0,0,357.0,1,0.653,High,1,233.12,123.88
51246,City Hotel,2016-05-16,2016,May,139,Long Term,Direct,No Deposit,Transient,DEU,14.0,87.34,4,0,1,0,0,349.36,0,0.0458,Low,0,16.0,333.36
